"","taxon.name","variable.units","variable.element","variable.context","taxon.group","ecological.group","alias","compressed"
"12461","Pedicularis lanata-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12477","Menyanthes trifoliata-type","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"12479","Pedicularis capitata","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12480","Viola biflora-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12483","Violaceae undiff.","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12493","Alnus cf. A. viridis subsp. crispa","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12501","cf. Brassica","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12502","Poaceae cf. Zea","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12506","Trifolium cf. T. pratense","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12542","Pinus banksiana/P. resinosa-type","NISP","pollen",NA,"Vascular plants","TRSH","Pinus banksiana/P. resinosa-type","Other"
"12554","cf. Gentiana","NISP","pollen",NA,"Vascular plants","UPHE","cf. Gentiana","Other"
"12558","Indeterminable (triporate)","NISP","pollen/spore",NA,"Unidentified","UNID","Indeterminable (triporate)","Other"
"12568","Lemna-type","NISP","pollen",NA,"Vascular plants","AQVP","Lemna-type","Other"
"12573","Indeterminable undiff.","NISP","pollen",NA,"Unidentified","UNID","Indeterminable undiff.","Other"
"12623","cf. Medicago","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12627","Polygonum (tricolporate)","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12638","Unknown (tricolporate, small)","NISP","pollen",NA,"Unidentified","UNID",NA,"Other"
"12648","Diervilla","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12675","Polygonaceae (tricolporate)","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12687","Comptonia","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12705","Ceratophyllum","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"12715","Gentiana andrewsii-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12719","Glomus","NISP","spore",NA,"Fungi","FUNG",NA,"Other"
"12773","Mitella","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12839","Scheuchzeria","NISP","pollen",NA,"Vascular plants","AQVP","Scheuchzeria","Other"
"12849","Mitchella repens","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12851","Actaea rubra","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12902","Resedaceae","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12912","Croton","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12915","Sapium","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12921","Viburnum-type","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12923","Anthocerotaceae","NISP","spore",NA,"Bryophytes","UPBR",NA,"Other"
"12931","Allenrolfea occidentalis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12932","Ephedra nevadensis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12938","Ephedra viridis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"12953","Crinum","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"12965","Unknown (tricolporate)","NISP","pollen",NA,"Unidentified","UNID",NA,"Other"
"13030","Erodium","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13036","Tamarix","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13039","cf. Platanus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13040","Eucalyptus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13041","Olea","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13074","Oxypolis-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13132","Quercus chrysolepis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13138","Adenostoma fasciculatum","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13144","Adenostoma sparsifolium","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13179","Pinus jeffreyi-type","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13198","Typha (monad) undiff.","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"13200","Trillium","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13267","Castanopsis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13334","Agoseris glauca-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13344","Ulmus americana","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13364","Foraminifera","NISP","shell",NA,"Foraminifera","FORM","Foraminifera","Other"
"13374","Lilianae undiff.","NISP","pollen",NA,"Vascular plants","UPHE","Lilianae undiff.","Other"
"13379","Cocos nucifera","NISP","pollen",NA,"Vascular plants","PALM",NA,"Other"
"13380","Cyperus-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13381","Ipomoea","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13382","Boerhavia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13384","Pritchardia","NISP","pollen",NA,"Vascular plants","PALM",NA,"Other"
"13385","Sicyos","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13386","Tribulus","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13388","Casuarina equisetifolia","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13389","Sesuvium","NISP","pollen",NA,"Vascular plants","SUCC",NA,"Other"
"13390","Capparis","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13391","Nama","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13450","Juniperus/Calocedrus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13452","Quercus vaccinifolia-type","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13462","cf. Castanopsis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13463","cf. Linanthus","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13469","cf. Aquilegia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13519","Cuscuta","NISP","pollen",NA,"Vascular plants","UPHE","Cuscuta","Other"
"13580","Senecio/Arctium","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13584","Avicennia","NISP","pollen",NA,"Vascular plants","MANG",NA,"Other"
"13585","Batis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13593","Thecaphora","NISP","spore",NA,"Fungi","FUNG",NA,"Other"
"13596","Erodium cicutarium","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13603","Kallstroemia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13606","Pediastrum angulosum","NISP","palynomorph",NA,"Algae","ALGA",NA,"Other"
"13656","Nyssa sylvatica","NISP","pollen",NA,"Vascular plants","TRSH","Nyssa sylvatica","Other"
"13658","Helianthus","NISP","pollen",NA,"Vascular plants","UPHE","Helianthus","Other"
"13659","Suaeda calceoliformis","NISP","pollen",NA,"Vascular plants","UPHE","Suaeda calceoliformis","Other"
"13663","Zizania aquatica","NISP","pollen",NA,"Vascular plants","AQVP","Zizania aquatica","Other"
"13698","cf. Taxus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13703","cf. Morus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13704","cf. Cupressaceae","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13742","Laguncularia","NISP","pollen",NA,"Vascular plants","MANG","Laguncularia","Other"
"13770","Acorus calamus","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"13785","cf. Lysimachia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13801","Lycium","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13803","Linaceae","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13827","Micranthes hieraciifolia-type","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13830","Diapensia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13835","Bupleurum","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13870","Toxicodendron radicans","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13871","Rhus glabra","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13914","Rhus undiff.","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13923","Viburnum undiff.","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13926","cf. Prunus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13939","cf. Mentha","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13944","Varia","NISP","pollen/spore",NA,"Unidentified","UNID",NA,"Other"
"13954","Angiospermae undiff. (upland herbs)","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13961","Castanopsis/Lithocarpus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"13972","Lilianae undiff.","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"13987","Castanopsis/Lithocarpus","NISP","pollen",NA,"Vascular plants","TRSH","Castanopsis/Lithocarpus","Other"
"14002","Cuscuta salina","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14008","Frankenia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14017","cf. Cornus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14020","cf. Aesculus","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14021","cf. Juncus","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14059","Araceae","NISP","pollen",NA,"Vascular plants","UPHE","Araceae","Other"
"14072","Monardella","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14074","Chamaebatiaria millefolium","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14102","Anemopsis californica","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14104","Eriodictyon californicum","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14113","Ophioglossum californicum","NISP","spore",NA,"Vascular plants","VACR",NA,"Other"
"14115","Dioscoreaceae","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14119","Simmondsia chinensis","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14120","Eschscholzia californica","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14125","cf. Utricularia","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14143","Cladocera","NISP","palynomorph",NA,"Crustaceans undiff.","CLAD",NA,"Other"
"14157","Convolvulaceae","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14160","Berberis repens","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14172","Riccia","NISP","spore",NA,"Bryophytes","AQBR",NA,"Other"
"14176","Leptosiphon","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14191","Thamnosma montana","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14216","Typha-type","NISP","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14229","Ulota","NISP","pollen",NA,"Bryophytes","UPBR",NA,"Other"
"14232","Commelinaceae","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14236","Anemone sect. Hepatica","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14325","Amphitrema","NISP","test",NA,"Testate amoebae","TEAM","Amphitrema","Other"
"14374","Agastache","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14384","Ranunculus orthorhynchus","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14391","Cistanthe","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14423","Hedwigia","NISP","spore",NA,"Bryophytes","UPBR",NA,"Other"
"14497","Claytonia undiff.","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14498","Huperzia selago undiff.","NISP","spore",NA,"Vascular plants","VACR",NA,"Other"
"14499","Claytonia acutifolia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14506","Huperzia undiff.","NISP","spore",NA,"Vascular plants","VACR",NA,"Other"
"14520","Hedwigia","NISP","spore",NA,"Bryophytes","UPBR","Hedwigia","Other"
"14529","Claytonia undiff.","NISP","pollen",NA,"Vascular plants","UPHE","Claytonia undiff.","Other"
"14533","Bryales undiff.","NISP","spore",NA,"Bryophytes","UPBR","Bryales undiff.","Other"
"14552","Myriophyllum alterniflorum-type","NISP","pollen",NA,"Vascular plants","AQVP","Myriophyllum alterniflorum-type","Other"
"14671","Vitaceae","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14673","Myrica/Comptonia","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14706","Swertia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14717","Typha angustifolia-type","NISP","pollen",NA,"Vascular plants","AQVP","Typha angustifolia-type","Other"
"14721","Stuckenia cf. S. pectinata","NISP","pollen",NA,"Vascular plants","AQVP","Stuckenia cf. S. pectinata","Other"
"14725","Knautia","NISP","pollen",NA,"Vascular plants","UPHE","Knautia","Other"
"14753","Chenopodium album-type","NISP","pollen",NA,"Vascular plants","UPHE","Chenopodium album-type","Other"
"14755","Fraxinus caroliniana","NISP","pollen",NA,"Vascular plants","TRSH","Fraxinus caroliniana","Other"
"14757","Pinus elliottii","NISP","pollen",NA,"Vascular plants","TRSH","Pinus elliottii","Other"
"14758","Salix caroliniana-type","NISP","pollen",NA,"Vascular plants","TRSH","Salix caroliniana-type","Other"
"14761","Sideroxylon","NISP","pollen",NA,"Vascular plants","TRSH","Sideroxylon","Other"
"14766","Unknown (type 182, Van Geel 1983)","NISP","pollen",NA,"Unidentified","UNID","Unknown (type 182, Van Geel 1983)","Other"
"14767","Myrsine cubana","NISP","pollen",NA,"Vascular plants","TRSH","Myrsine cubana","Other"
"14769","Hippocratea-type","NISP","pollen",NA,"Vascular plants","TRSH","Hippocratea-type","Other"
"14770","Zanthoxylum fagara","NISP","pollen",NA,"Vascular plants","TRSH","Zanthoxylum fagara","Other"
"14771","Trema micrantha","NISP","pollen",NA,"Vascular plants","TRSH","Trema micrantha","Other"
"14773","Waltheria indica","NISP","pollen",NA,"Vascular plants","TRSH","Waltheria indica","Other"
"14775","Myriophyllum aquaticum","NISP","pollen",NA,"Vascular plants","AQVP","Myriophyllum aquaticum","Other"
"14779","Typha latifolia-type","NISP","pollen",NA,"Vascular plants","AQVP","Typha latifolia-type","Other"
"14781","Crotalaria-type","NISP","pollen",NA,"Vascular plants","UPHE","Crotalaria-type","Other"
"14782","Sabatia-type","NISP","pollen",NA,"Vascular plants","UPHE","Sabatia-type","Other"
"14785","Magnolia virginiana","NISP","pollen",NA,"Vascular plants","TRSH","Magnolia virginiana","Other"
"14786","Verbenaceae","NISP","pollen",NA,"Vascular plants","UPHE","Verbenaceae","Other"
"14813","Meliola","NISP","spore",NA,"Fungi","FUNG",NA,"Other"
"14846","Dicranum","NISP","spore",NA,"Bryophytes","UPBR",NA,"Other"
"14871","Hippuris","NISP","pollen",NA,"Vascular plants","AQVP","Hippuris","Other"
"14876","Muscari","NISP","pollen",NA,"Vascular plants","UPHE","Muscari","Other"
"14878","Trapa","NISP","pollen",NA,"Vascular plants","AQVP","Trapa","Other"
"14886","Stratiotes","NISP","pollen",NA,"Vascular plants","AQVP","Stratiotes","Other"
"14894","Listera","NISP","pollen",NA,"Vascular plants","UPHE","Listera","Other"
"14895","Chrysosplenium","NISP","pollen",NA,"Vascular plants","UPHE","Chrysosplenium","Other"
"14899","Montia","NISP","pollen",NA,"Vascular plants","UPHE","Montia","Other"
"14908","Unknown (?fungi)","NISP","pollen",NA,"Unidentified","UNID",NA,"Other"
"14913","Ribes-type","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14927","Adenostoma","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"14932","Claytonia acutifolia","NISP","pollen",NA,"Vascular plants","UPHE","Claytonia acutifolia","Other"
"14939","Huperzia selago subsp. arctica-type","NISP","spore",NA,"Vascular plants","VACR","Huperzia selago subsp. arctica-type","Other"
"14951","Potamogeton","NISP digitized","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14952","Typha","NISP digitized","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14953","Nuphar","NISP digitized","pollen",NA,"Vascular plants","AQVP",NA,"Other"
"14954","Saxifraga-type","NISP digitized","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14955","Montia","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"14958","Pediastrum","NISP","pollen",NA,"Algae","ALGA",NA,"Other"
"14991","Unknown (innaperturate, psilate)","NISP","pollen/spore",NA,"Unidentified","UNID",NA,"Other"
"14998","Nyssa sylvatica","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"15013","Maclura","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"15015","Oxalidaceae","NISP","pollen",NA,"Vascular plants","UPHE",NA,"Other"
"15036","Pinaceae","NISP","pollen",NA,"Vascular plants","TRSH",NA,"Other"
"15074","cf. Cephalanthus","NISP","pollen",NA,"Vascular plants","TRSH","cf. Cephalanthus","Other"
"15077","Rhus/Toxicodendron","NISP","pollen",NA,"Vascular plants","TRSH","Rhus/Toxicodendron","Other"
"15080","Hypnum imponens","NISP","spore",NA,"Bryophytes","UPBR","Hypnum imponens","Other"
"15082","Anemone patens","NISP","pollen",NA,"Vascular plants","UPHE","Anemone patens","Other"
"15088","Actaea-type","NISP","pollen",NA,"Vascular plants","UPHE","Actaea-type","Other"
"15090","Tsuga canadensis-type","NISP","pollen",NA,"Vascular plants","TRSH","Tsuga canadensis-type","Other"
"15092","Mentzelia","NISP","pollen",NA,"Vascular plants","UPHE","Mentzelia","Other"
"15097","Acalypha","NISP","pollen",NA,"Vascular plants","UPHE","Acalypha","Other"
"15098","Momipites/Caryapollenites","NISP","pollen","anachronic","Vascular plants","TRSH","Momipites/Caryapollenites","Other"
"15099","Helianthemum-type","NISP","pollen",NA,"Vascular plants","UPHE","Helianthemum-type","Other"
"15103","Calylophus","NISP","pollen",NA,"Vascular plants","UPHE","Calylophus","Other"
"15115","Pinus subg. Strobus (large)","NISP","pollen",NA,"Vascular plants","TRSH","Pinus subg. Strobus (large)","Other"
"15116","Pinus subg. Strobus (small)","NISP","pollen",NA,"Vascular plants","TRSH","Pinus subg. Strobus (small)","Other"
"15119","Unknown (monolete, psilate)","NISP","spore",NA,"Unidentified","UNID","Unknown (monolete, psilate)","Other"
"15123","cf. Amelanchier","NISP","pollen",NA,"Vascular plants","TRSH","cf. Amelanchier","Other"
"15124","Glomeromycota","NISP","spore",NA,"Fungi","FUNG","Glomeromycota","Other"
"15125","Unknown (trilete, perine)","NISP","spore",NA,"Unidentified","UNID","Unknown (trilete, perine)","Other"
"15126","Unknown (monolete, echinate)","NISP","spore",NA,"Unidentified","UNID","Unknown (monolete, echinate)","Other"
"15136","Pediastrum simplex","NISP","colony",NA,"Algae","ALGA",NA,"Other"
"15139","Pediastrum boryanum","NISP","colony",NA,"Algae","ALGA","Pediastrum boryanum","Other"
"15140","Quercus (rough)","NISP","pollen",NA,"Vascular plants","TRSH","Quercus (rough)","Other"
"15141","Quercus (smooth)","NISP","pollen",NA,"Vascular plants","TRSH","Quercus (smooth)","Other"
"15142","Tetraedron","NISP","palynomorph",NA,"Algae","ALGA","Tetraedron","Other"
